"X","realSum","room_type","room_shared","room_private","person_capacity","host_is_superhost","multi","biz","cleanliness_rating","guest_satisfaction_overall","bedrooms","dist","metro_dist","attr_index","attr_index_norm","rest_index","rest_index_norm","lng","lat"
0,474.32,"Entire home/apt","False","False",4,"False",0,1,10,91,1,1.11199647797648,0.630490946018992,526.469420244725,17.942926962148,915.587082768707,20.1548895790265,2.17556,41.39624
1,169.9,"Private room","False","True",2,"True",1,0,10,88,1,1.7518390160153,0.124017171764467,320.127525512106,10.9104623895664,794.277350312944,17.4844890147092,2.14906,41.38714
2,161.98,"Private room","False","True",4,"False",0,1,9,88,1,1.67049289698482,0.0803219762945513,344.073935952547,11.7265946795268,840.67361726289,18.5058136433043,2.15357,41.37859
3,367.96,"Entire home/apt","False","False",3,"False",0,1,10,91,1,1.47584651808222,0.0931068646481733,400.057449453939,13.6346031130896,946.589883919022,20.8373566491555,2.16839,41.3739
4,196.9,"Private room","False","True",3,"False",1,0,9,91,1,1.85545238756174,0.272486048844801,346.042244861269,11.793677821738,792.296039037284,17.4408742556829,2.15238,41.37699
5,330.95,"Entire home/apt","False","False",3,"False",0,1,9,100,2,2.56561144538374,0.701290447412875,391.087401929899,13.328889426061,525.513901719455,11.5681783423267,2.18197,41.40842
6,141.27,"Private room","False","True",3,"False",0,1,9,86,1,1.64830440590801,0.0894267254233427,342.596843051252,11.6762529711101,820.926567669549,18.0711203065855,2.15342,41.37912
7,173.39,"Private room","False","True",2,"False",0,0,9,96,1,1.47422786211104,0.590519404106601,448.405615820757,15.2823866015786,752.758876369787,16.5705396224968,2.18195,41.39691
8,225.75,"Private room","False","True",4,"False",1,0,9,84,1,0.962654885151677,0.356133898715912,791.873745658699,26.9883344316406,1885.53462726186,41.5064202249059,2.17742,41.3805
9,150.58,"Private room","False","True",2,"False",1,0,9,91,1,1.81959992616685,0.285601281967211,361.199209562082,12.3102516247675,806.236687179304,17.747750826192,2.157,41.374
10,194.34,"Private room","False","True",2,"False",1,0,9,84,1,1.01167384762896,0.371659717830789,530.522084832226,18.0810483076609,1189.49781294282,26.1845077607025,2.16895,41.37806
11,190.84,"Private room","False","True",2,"True",1,0,10,98,1,2.21406723860218,0.376016848359388,589.733296468617,20.099061899482,647.249005238749,14.2479426329098,2.17853,41.40602
12,387.51,"Private room","False","True",2,"False",1,0,9,91,1,1.5493718616402,0.576061135639373,394.150831830039,13.433296057934,780.611428947983,17.1836600260853,2.18778,41.3911
13,248.56,"Private room","False","True",2,"True",0,0,10,95,1,0.740905292821943,0.270107575568292,566.650459490103,19.3123615859251,1145.74393948008,25.2213503452117,2.17806,41.38993
14,136.38,"Private room","False","True",3,"False",0,1,9,84,1,1.68815156521658,0.102537308785363,342.374747563552,11.6686835986809,826.013687779392,18.183103476749,2.15326,41.37865
15,118,"Private room","False","True",2,"False",1,0,8,84,1,2.57746700884523,0.05049220531963,289.920472710539,9.88095731041417,590.063913456664,12.9891227651708,2.14385,41.37486
16,150.58,"Private room","False","True",2,"False",1,0,8,87,1,0.250320516056379,0.252817643253995,574.417277243715,19.5770672617393,1438.20131040252,31.659237170449,2.16704,41.38741
17,1041.5,"Entire home/apt","False","False",6,"True",0,0,10,99,3,1.88874021999134,0.137772591134862,1335.13084974817,45.5034127353609,781.267568458616,17.1981036761041,2.173,41.404
18,474.32,"Entire home/apt","False","False",4,"False",0,1,10,91,1,1.19559353415709,0.579910583586159,512.849988503535,17.4787547622042,862.668704885214,18.9899932157906,2.17717,41.39646
19,440.8,"Entire home/apt","False","False",4,"False",0,1,9,92,1,1.61815427003442,0.594283054118955,461.321448550403,15.7225790124039,934.673413870508,20.5750384682641,2.16091,41.4
20,111.02,"Private room","False","True",2,"False",0,1,9,90,1,1.6689209872198,0.307089379021395,1048.12867381419,35.7219156858892,795.943778790898,17.5211722342485,2.173,41.402
21,691.93,"Entire home/apt","False","False",4,"True",0,1,10,98,2,1.06810151032653,0.783681581425769,555.112245870443,18.9191206562716,1006.29999010541,22.1517598551285,2.17052,41.39675
22,141.27,"Private room","False","True",2,"False",1,0,8,89,1,1.77477442509044,0.439447876830588,356.551552836803,12.1518519875615,795.057934191469,17.5016720682657,2.16554,41.37151
23,181.77,"Private room","False","True",2,"False",1,0,9,89,1,0.89364102956176,0.241525801982314,904.759064994394,30.8356481825468,2068.91625901647,45.5432143304531,2.17594,41.38044
24,190.84,"Private room","False","True",2,"False",1,0,9,93,1,1.341906010745,0.402149965281255,443.973602258923,15.1313364311845,791.960644228406,17.4334911837004,2.18211,41.39508
25,230.18,"Private room","False","True",3,"True",1,0,10,97,1,0.65018890115042,0.294287971135779,565.422181502111,19.2704998910569,1124.68936612101,24.7578743862647,2.17636,41.39052
26,170.13,"Private room","False","True",2,"False",0,0,10,94,1,0.988416436013358,0.337227310579587,771.779504755587,26.3034902925133,2156.79063944452,47.4775998932082,2.17684,41.37987
27,237.39,"Private room","False","True",2,"False",0,0,9,95,1,0.82750846386435,0.133956038826239,1372.75538895138,46.7857177144306,1979.63797764955,43.5779245872709,2.17441,41.38046
28,387.51,"Private room","False","True",2,"False",0,0,9,93,1,1.12460837034434,0.311207498279368,772.774086218708,26.3373872328948,1798.95851039066,39.6006134386817,2.18258,41.38353
29,143.37,"Private room","False","True",2,"False",1,0,10,88,1,1.00623165126735,0.387394585318382,616.568285523185,21.0136416074779,1281.41883560184,28.2079723732451,2.17135,41.37813
30,515.05,"Entire home/apt","False","False",5,"False",0,1,9,88,2,0.718342181737407,0.180512012621239,927.426623814545,31.6081951466821,1527.06448769712,33.6153891954407,2.1713,41.38074
31,139.87,"Private room","False","True",2,"True",1,0,10,94,1,1.81621363079432,0.162683873415838,1904.39578911118,64.9048800121387,770.065560651899,16.9515130080433,2.17345,41.40329
32,150.58,"Private room","False","True",2,"False",1,0,10,95,1,0.958242518777738,0.238442527218981,533.7702573614,18.1917512662949,1106.07630103215,24.348143538535,2.18096,41.38969
33,159.66,"Private room","False","True",2,"False",0,1,8,86,1,1.74903071606864,0.212977034423872,349.410516387287,11.908473947887,815.5411004951,17.9525695993123,2.154,41.377
34,229.25,"Private room","False","True",2,"False",1,0,9,92,1,0.747632961886078,0.428519288321679,483.399015381013,16.4750180979627,1176.36878373659,25.8954974208762,2.1647,41.38172
35,156.17,"Private room","False","True",2,"False",1,0,10,92,1,1.42712063454333,0.164548770511087,359.260107199629,12.2441638887591,869.527927609727,19.140985818474,2.1561,41.37969
